bank,branch,service,street,city,state,zip,latitude,longitude
Regions Bank,2381 Taylor Rd Montgomery,Full Service Brick and Mortar Office,2381 Taylor Road,Montgomery,AL,36117,32.345208,-86.1778845
Regions Bank,84 West Dothan,Full Service Brick and Mortar Office,4080 W. Main Street,Dothan,AL,36305,31.23466858,-85.45324187
Regions Bank,891 Hillcrest Rd Mobile,Full Service Brick and Mortar Office,891 Hillcrest Road,Mobile,AL,36695,30.67245,-88.1899875
Regions Bank,Adams Ave,Full Service Brick and Mortar Office,901 Adams Avenue,Montgomery,AL,36104,32.37556463,-86.29619364
Regions Bank,Airport Mobile,Full Service Brick and Mortar Office,825 Schillinger Road S.,Mobile,AL,36695,30.67337432,-88.22544856
Regions Bank,Airport Rd,Full Service Brick and Mortar Office,700-A Airport Road,Huntsville,AL,35802,34.691931,-86.5739655
Regions Bank,Alabaster Kent Stone Way,Full Service Brick and Mortar Office,33 Kent Stone Way,Alabaster,AL,35007,33.21789434,-86.82427166
Regions Bank,Alabaster Promenade,Full Service Brick and Mortar Office,55 South Colonial Drive,Alabaster,AL,35007,33.22741383,-86.80396873
Regions Bank,Albertville Hwy 431,Full Service Brick and Mortar Office,7330 U.S. Highway 431 N.,Albertville,AL,35950,34.27692742,-86.20670873
Regions Bank,Alexander City,Full Service Brick and Mortar Office,3961 Highway 280,Alexander City,AL,35010,32.9248917,-85.961527
Regions Bank,Anniston Main Remote Drive Thru Bran,Limited Service Facility Office,900 Wilmer Avenue,Anniston,AL,36201,33.65579027,-85.82843681
Regions Bank,Anniston Wilmer Ave Main,Full Service Brick and Mortar Office,930 Wilmer Avenue,Anniston,AL,36201,33.65678633,-85.82843251
Regions Bank,Arab 1199 Brindlee Mountain Pkwy Bra,Full Service Brick and Mortar Office,1199 N. Brindlee Mountain Parkway,Arab,AL,35016,34.33706161,-86.50362124
Regions Bank,Arrowhead,Full Service Brick and Mortar Office,6985 Atlanta Highway,Montgomery,AL,36117,32.3826217,-86.17444555
Regions Bank,Athens W Green St Main,Full Service Brick and Mortar Office,201 W. Green Street,Athens,AL,35611,34.80116795,-86.97121144
Regions Bank,Atmore,Full Service Brick and Mortar Office,598 E. Church Street,Atmore,AL,36502,31.02264451,-87.48721814
Regions Bank,Auburn Main,Full Service Brick and Mortar Office,165 North College Street,Auburn,AL,36830,32.60841689,-85.481758
Regions Bank,Autauga County,Full Service Brick and Mortar Office,1901 E. Main Street,Prattville,AL,36066,32.46052168,-86.41754258
Regions Bank,Bay Minette Courthouse Square,Full Service Brick and Mortar Office,408 Courthouse Square,Bay Minette,AL,36507,30.88253798,-87.77462707
Regions Bank,Bayou La Batre 14020 S Wintzell Ave,Full Service Brick and Mortar Office,14020 S. Wintzell Avenue,Bayou La Batre,AL,36509,30.399444,-88.247889
Regions Bank,Belair,Full Service Brick and Mortar Office,3001 Airport Boulevard,Mobile,AL,36606,30.675699,-88.114869
Regions Bank,Bell Rd,Full Service Brick and Mortar Office,6900 Vaughn Road,Montgomery,AL,36116,32.338998,-86.1956055
Regions Bank,Bessemer N 19th St,Full Service Brick and Mortar Office,330 N. 19th Street,Bessemer,AL,35020,33.40272291,-86.95392226
Regions Bank,Bessemer Remote Drive Thru,Limited Service Facility Office,1801 1st Avenue,Bessemer,AL,35020,33.4006785,-86.95197555
Regions Bank,Birmingham Main Remote Drive Thru Br,Limited Service Facility Office,2200 Fifth Avenue N.,Birmingham,AL,35203,33.51962385,-86.80501023
Regions Bank,Bob Wallace Avenue,Full Service Brick and Mortar Office,902 Bob Wallace Avenue Sw,Huntsville,AL,35801,34.71134943,-86.58847347
Regions Bank,Bradford Creek,Full Service Brick and Mortar Office,8863 Highway 72 W,Madison,AL,35758,34.74751957,-86.78412239
Regions Bank,Brewton,Full Service Brick and Mortar Office,1116 Douglas Avenue,Brewton,AL,36426,31.12382918,-87.06851943
Regions Bank,Broad St Phenix City,Full Service Brick and Mortar Office,1200 Broad Street,Phenix City,AL,36867,32.46932695,-85.00068543
Regions Bank,Cahaba Heights Village,Full Service Brick and Mortar Office,3172 Heights Village,Birmingham,AL,35243,33.45579547,-86.73513201
Regions Bank,Catoma Ridge,Full Service Brick and Mortar Office,3101 Alabama Highway 157,Cullman,AL,35058,34.201683,-86.825808
Regions Bank,Centerpoint 2306 Center Point Rd Bra,Full Service Brick and Mortar Office,2306 Center Point Road,Birmingham,AL,35215,33.64641622,-86.68390375
Regions Bank,Centre Al,Full Service Brick and Mortar Office,110 W. Main Street,Centre,AL,35960,34.15214309,-85.67931245
Regions Bank,Chalkville,Full Service Brick and Mortar Office,2268 Brewster Road,Birmingham,AL,35235,33.65340115,-86.64842479
Regions Bank,Chelsea,Full Service Brick and Mortar Office,16046 Highway 280,Chelsea,AL,35043,33.35035062,-86.61832937
Regions Bank,Chisholm Remote Drive Thru,Limited Service Facility Office,2800 Lower Wetumpka Road,Montgomery,AL,36110,32.41406438,-86.28603611
Regions Bank,Choctaw Main,Full Service Brick and Mortar Office,132 South Mulberry Avenue,Butler,AL,36904,32.08951098,-88.2212232
Regions Bank,Citronelle,Full Service Brick and Mortar Office,7850 State Street,Citronelle,AL,36522,31.09093953,-88.228998
Regions Bank,Clanton Main,Full Service Brick and Mortar Office,100 Seventh Street S.,Clanton,AL,35045,32.83804938,-86.63042087
Regions Bank,Clubview,Full Service Brick and Mortar Office,2001 Rainbow Drive,Gadsden,AL,35901,33.97468291,-86.01525556
Regions Bank,Columbiana,Full Service Brick and Mortar Office,21325 Highway 25,Columbiana,AL,35051,33.18276674,-86.61339265
Regions Bank,Conecuh,Full Service Brick and Mortar Office,525 E. Front Street,Evergreen,AL,36401,31.43292564,-86.9551292
Regions Bank,Covington Andalusia Main Remote Driv,Limited Service Facility Office,208 Church Street,Andalusia,AL,36420,31.30813306,-86.48473204
Regions Bank,Covington County Main,Full Service Brick and Mortar Office,200 Church Street,Andalusia,AL,36420,31.3080955,-86.484492
Regions Bank,Crestline,Full Service Brick and Mortar Office,35 Church Street,Birmingham,AL,35213,33.50139561,-86.75465202
Regions Bank,Crichton,Full Service Brick and Mortar Office,2720 Springhill Avenue,Mobile,AL,36607,30.697646,-88.10582062
Regions Bank,Cullman 711 2nd Ave Main,Full Service Brick and Mortar Office,711 Second Avenue Southwest,Cullman,AL,35055,34.169742,-86.841162
Regions Bank,Daphne,Full Service Brick and Mortar Office,1439 Us Hwy 98,Daphne,AL,36526,30.59899272,-87.89829246
Regions Bank,Dauphin Island Pkwy,Full Service Brick and Mortar Office,2000 Dauphin Island Parkway,Mobile,AL,36605,30.629232,-88.089309
Regions Bank,Dauphin Street,Limited Service Facility Office,3042 Dauphin Street,Mobile,AL,36606,30.68974157,-88.11626705
Regions Bank,Dawes At Cottage Hill,Full Service Brick and Mortar Office,8775 Cottage Hill Road,Mobile,AL,36695,30.63990951,-88.248663
Regions Bank,Decatur 4th Ave Ne Main,Full Service Brick and Mortar Office,108 Fourth Avenue Ne,Decatur,AL,35601,34.605072,-86.982039
Regions Bank,Deerfoot Pkwy,Full Service Brick and Mortar Office,6685 Old Springville Road,Pinson,AL,35126,33.69863997,-86.60792904
Regions Bank,Demopolis,Full Service Brick and Mortar Office,939 U.S. Highway 80 E.,Demopolis,AL,36732,32.50352294,-87.82646871
Regions Bank,Dothan Main,Full Service Brick and Mortar Office,3201 Ross Clark Circle Nw,Dothan,AL,36303,31.23451531,-85.43191205
Regions Bank,East Athens,Full Service Brick and Mortar Office,1101 Us Highway 72 East,Athens,AL,35611,34.78579129,-86.95321679
Regions Bank,East Circle,Full Service Brick and Mortar Office,2140 E. Main Street,Dothan,AL,36301,31.2142433,-85.35973213
Regions Bank,East Tuscaloosa,Full Service Brick and Mortar Office,2735 University Boulevard E.,Tuscaloosa,AL,35404,33.206166,-87.5015685
Regions Bank,Eastbrook,Full Service Brick and Mortar Office,301 Coliseum Boulevard,Montgomery,AL,36109,32.389047,-86.2579305
Regions Bank,Eastdale,Full Service Brick and Mortar Office,320 Eastdale Circle,Montgomery,AL,36117,32.382963,-86.208417
Regions Bank,Eastside,Full Service Brick and Mortar Office,1001 Piedmont Cut-Off,Gadsden,AL,35903,33.99906157,-85.96705786
Regions Bank,Eastwood,Full Service Brick and Mortar Office,1642 Montclair Road,Birmingham,AL,35210,33.52560377,-86.72184285
Regions Bank,Elberta,Full Service Brick and Mortar Office,25013 E. State Street,Elberta,AL,36530,30.41434152,-87.5979585
Regions Bank,Ensley Birmingham,Full Service Brick and Mortar Office,1809 Avenue E,Birmingham,AL,35218,33.51389433,-86.89627079
Regions Bank,Enterprise,Full Service Brick and Mortar Office,110 E. College Street,Enterprise,AL,36330,31.314618,-85.8528135
Regions Bank,Fairfield Valley Rd,Full Service Brick and Mortar Office,5701 Valley Road,Fairfield,AL,35064,33.47989867,-86.92372676
Regions Bank,Fairhope S Greeno Rd,Full Service Brick and Mortar Office,98 Greeno Road S.,Fairhope,AL,36532,30.52043044,-87.88618192
Regions Bank,Fairhope Section Street,Full Service Brick and Mortar Office,55 N Section Street,Fairhope,AL,36532,30.52476878,-87.90301988
Regions Bank,Fayette 2nd Ave Main Remote Drive Th,Limited Service Facility Office,205 2nd Avenue Ne,Fayette,AL,35555,33.6858454,-87.82899719
Regions Bank,Fayette Temple Ave Main,Full Service Brick and Mortar Office,123 Temple Avenue N.,Fayette,AL,35555,33.68492485,-87.83100097
Regions Bank,Five Points,Full Service Brick and Mortar Office,613 Pratt Avenue Northeast,Huntsville,AL,35801,34.7388295,-86.5772235
Regions Bank,Five Points South,Full Service Brick and Mortar Office,941 20th Street South,Birmingham,AL,35205,33.502284,-86.7970935
Regions Bank,Five Points W Lomb Ave,Full Service Brick and Mortar Office,2800 Lomb Avenue,Birmingham,AL,35208,33.50064458,-86.86967965
Regions Bank,Florence Blvd,Full Service Brick and Mortar Office,150 Ana Drive,Florence,AL,35630,34.82993388,-87.63168043
Regions Bank,Florence N Seminary St Main,Full Service Brick and Mortar Office,321 North Seminary Street,Florence,AL,35630,34.80302544,-87.67610524
Regions Bank,Foley W Roosevelt Ave,Full Service Brick and Mortar Office,100 W. Roosevelt Avenue,Foley,AL,36535,30.40192745,-87.68420147
Regions Bank,Forestdale Tomahawk Rd,Full Service Brick and Mortar Office,1304 Tomahawk Road,Birmingham,AL,35214,33.56153945,-86.890965
Regions Bank,Ft Payne Main,Full Service Brick and Mortar Office,"100 Grand Avenue, South",Fort Payne,AL,35967,34.39686626,-85.76447696
Regions Bank,Gadsden Broad St Main,Full Service Brick and Mortar Office,200 Broad Street,Gadsden,AL,35901,34.01186542,-86.00114111
Regions Bank,Galleria Hoover,Full Service Brick and Mortar Office,3065 John Hawkins Parkway,Birmingham,AL,35244,33.374799,-86.8077315
Regions Bank,Gardendale Odum Rd,Full Service Brick and Mortar Office,895 Odum Road,Gardendale,AL,35071,33.64829083,-86.82562615
Regions Bank,Gilbertown,Full Service Brick and Mortar Office,13540 Choctaw Avenue,Gilbertown,AL,36908,31.88016532,-88.32205119
Regions Bank,Glencoe,Full Service Brick and Mortar Office,510 W. Main Street,Gadsden,AL,35905,33.96067663,-85.93892532
Regions Bank,Golden Springs,Full Service Brick and Mortar Office,3420 Greenbrier Dear Road,Anniston,AL,36207,33.62924651,-85.787712
Regions Bank,Graysville,Full Service Brick and Mortar Office,63 Second Avenue Sw,Graysville,AL,35073,33.62809052,-86.9735475
Regions Bank,Green Lantern,Full Service Brick and Mortar Office,2911 Mcgehee Road,Montgomery,AL,36111,32.338026,-86.261157
Regions Bank,Greensprings Valley Avenue,Full Service Brick and Mortar Office,100 Green Springs Highway,Birmingham,AL,35209,33.47052633,-86.82434088
