bank,branch,service,street,city,state,zip,latitude,longitude
United Community Bank,Fountain Inn,Full Service Brick and Mortar Office,300 North Weston Street,Fountain Inn,SC,29644,34.69609677,-82.20071688
United Community Bank,Gaffney,Full Service Brick and Mortar Office,311 South Limestone Street,Gaffney,SC,29340,35.07016716,-81.65165629
United Community Bank,Greer,Full Service Brick and Mortar Office,809 West Wade Hampton Boulevard,Greer,SC,29650,34.94529811,-82.24911388
United Community Bank,Haywood Road,Full Service Brick and Mortar Office,470 Haywood Road,Greenville,SC,29607,34.8430412,-82.34202108
United Community Bank,Horry County State Bank,Full Service Brick and Mortar Office,5009 Broad Street,Loris,SC,29569,34.061814,-78.8846355
United Community Bank,Inman,Full Service Brick and Mortar Office,11500 Asheville Highway,Inman,SC,29349,35.03979689,-82.08315393
United Community Bank,Laurens,Full Service Brick and Mortar Office,101 West Main Street,Laurens,SC,29360,34.49871256,-82.01524768
United Community Bank,Little River,Full Service Brick and Mortar Office,3187 Highway 9 East,Little River,SC,29566,33.874713,-78.6782835
United Community Bank,Mauldin,Full Service Brick and Mortar Office,401 West Butler Road,Mauldin,SC,29662,34.775388,-82.3168575
United Community Bank,Montague,Full Service Brick and Mortar Office,701 Montague Avenue,Greenwood,SC,29649,34.20543108,-82.17366813
United Community Bank,Myrtle Beach,Full Service Brick and Mortar Office,1701 North Oak Street,Myrtle Beach,SC,29577,33.70126161,-78.8778495
United Community Bank,Myrtle Beach Main Office,Full Service Brick and Mortar Office,1312 Professional Drive,Myrtle Beach,SC,29577,33.73048641,-78.86036575
United Community Bank,Ninety Six,Full Service Brick and Mortar Office,207 North Cambridge,Ninety Six,SC,29666,34.177716,-82.024389
United Community Bank,Ocean Drive,Full Service Brick and Mortar Office,617 Hwy. 17 South,North Myrtle Beach,SC,29582,33.823755,-78.684777
United Community Bank,Pendleton,Full Service Brick and Mortar Office,901 South Mechanic Street,Pendleton,SC,29670,34.63780521,-82.7824893
United Community Bank,Simpsonville,Full Service Brick and Mortar Office,106 West College Street,Simpsonville,SC,29681,34.73884693,-82.25629623
United Community Bank,Spartanburg,Full Service Brick and Mortar Office,449 East Main Street,Spartanburg,SC,29302,34.95230495,-81.92020517
United Community Bank,Summerville,Full Service Brick and Mortar Office,1510 Old Trolley Road,Summerville,SC,29485,32.96925786,-80.16880856
United Community Bank,Tabor City,Full Service Brick and Mortar Office,3210 Highway 701 North Byp,Loris,SC,29569,34.13454891,-78.87605972
United Community Bank,The Palmetto Bank,Full Service Brick and Mortar Office,306 East North Street,Greenville,SC,29601,34.85154024,-82.39515934
United Community Bank,Tidelands Bank,Full Service Brick and Mortar Office,875 Lowcountry Boulevard,Mount Pleasant,SC,29464,32.8086,-79.8801705
United Community Bank,Travelers Rest,Full Service Brick and Mortar Office,570 Roe Center Court,Travelers Rest,SC,29690,34.95884327,-82.43827287
United Community Bank,Ucbi.Com,Full Service Cyber Office,922 E Main St,Laurens,SC,29360,34.49294495,-81.98222721
United Community Bank,West Ashley,Full Service Brick and Mortar Office,946 Orleans Road,Charleston,SC,29407,32.79771,-80.0280675
United Community Bank,Woodruff Road,Full Service Brick and Mortar Office,2101 Woodruff Road,Greenville,SC,29607,34.8201438,-82.25921389
CresCom Bank,16th Avenue,Full Service Brick and Mortar Office,1230 16th Avenue,Conway,SC,29526,33.846183,-79.062507
CresCom Bank,Cane Bay,Full Service Brick and Mortar Office,1724 State Road,Summerville,SC,29483,33.10455173,-80.12710111
CresCom Bank,Cayce Office,Full Service Brick and Mortar Office,1201 Knox Abbott Drive,Cayce,SC,29033,33.97967261,-81.06953613
CresCom Bank,Congaree State Bank,Full Service Brick and Mortar Office,2023 Sunset Boulevard,West Columbia,SC,29169,33.99894266,-81.09591795
CresCom Bank,Conway,Full Service Brick and Mortar Office,2069 East Hwy 501,Conway,SC,29526,33.798357,-79.0026885
CresCom Bank,Crescom Bank,Full Service Brick and Mortar Office,288 Meeting Street,Charleston,SC,29401,32.785056,-79.932933
CresCom Bank,Garden City,Full Service Brick and Mortar Office,2636 Highway 17 South,Murrells Inlet,SC,29576,33.589755,-79.007787
CresCom Bank,Greenville,Full Service Brick and Mortar Office,3695 East North Street,Greenville,SC,29615,34.872984,-82.3297545
CresCom Bank,Greer,Full Service Brick and Mortar Office,601 North Main Street,Greer,SC,29650,34.94716438,-82.22459279
CresCom Bank,Heath Springs,Full Service Brick and Mortar Office,202 North Main Street,Heath Springs,SC,29058,34.5935371,-80.67548509
CresCom Bank,James Island,Full Service Brick and Mortar Office,430 Folly Road,Charleston,SC,29412,32.756661,-79.972659
CresCom Bank,Little River,Full Service Brick and Mortar Office,1180 Hwy 17,Little River,SC,29566,33.87017225,-78.62690451
CresCom Bank,Messenger Service,Limited Service Messenger Office,1111 West Poinsett Street,Greer,SC,29652,34.941609,-82.247625
CresCom Bank,Mount Pleasant,Full Service Brick and Mortar Office,1492 Stuart Engals Boulevard,Mount Pleasant,SC,29464,32.81598,-79.8458445
CresCom Bank,Myrtle,Full Service Brick and Mortar Office,991 38th Avenue North,Myrtle Beach,SC,29577,33.72347562,-78.86574818
CresCom Bank,North Charleston,Full Service Brick and Mortar Office,8485 Dorchester Road,North Charleston,SC,29418,32.91733153,-80.11318598
CresCom Bank,North Myrtle Beach,Full Service Brick and Mortar Office,700 Main Street,North Myrtle Beach,SC,29582,33.82562952,-78.6767892
CresCom Bank,Pawley's Island,Full Service Brick and Mortar Office,13021 Ocean Highway,Pawleys Island,SC,29585,33.47068673,-79.10573518
CresCom Bank,Pleasant Grove,Full Service Brick and Mortar Office,871 S Buncombe Rd,Greer,SC,29650,34.915212,-82.2386025
CresCom Bank,Poinsett,Full Service Brick and Mortar Office,1111 West Poinsett Street,Greer,SC,29650,34.941609,-82.247625
CresCom Bank,Socastee,Full Service Brick and Mortar Office,4506 Socastee Boulevard,Myrtle Beach,SC,29588,33.68484,-78.9880815
CresCom Bank,St. George,Full Service Brick and Mortar Office,5561 West Memorial Blvd,Saint George,SC,29477,33.18728595,-80.57608945
CresCom Bank,Summerville,Full Service Brick and Mortar Office,200 North Cedar Street,Summerville,SC,29483,33.02267028,-80.17545388
CresCom Bank,Taylors,Full Service Brick and Mortar Office,3317 Wade Hampton Boulelvard,Taylors,SC,29687,34.91771027,-82.31560152
CresCom Bank,West Ashley,Full Service Brick and Mortar Office,884 Orleans Road,Charleston,SC,29407,32.797026,-80.027793
Pinnacle Bank,Coleman,Full Service Brick and Mortar Office,602 Coleman Boulevard,Mount Pleasant,SC,29464,32.791257,-79.87437
Pinnacle Bank,Dorchester Road,Full Service Brick and Mortar Office,8420 Dorchester Road,North Charleston,SC,29420,32.91477242,-80.10845593
Pinnacle Bank,Easley,Full Service Brick and Mortar Office,6602 Calhoun Memorial Highway,Easley,SC,29640,34.82151343,-82.58795028
Pinnacle Bank,Folly Road,Full Service Brick and Mortar Office,329 Folly Road,Charleston,SC,29412,32.760063,-79.974873
Pinnacle Bank,Goose Creek,Full Service Brick and Mortar Office,597 Old Mt. Holly Road,Goose Creek,SC,29445,33.03354636,-80.06016667
Pinnacle Bank,Greenville Mcbee Avenue,Full Service Brick and Mortar Office,550 E Mcbee Avenue,Greenville,SC,29601,34.84776417,-82.39320273
Pinnacle Bank,Harbor National Bank,Full Service Brick and Mortar Office,1503 Old Towne Road,Charleston,SC,29407,32.814702,-79.994466
Pinnacle Bank,Hilton Head Wexford,Full Service Brick and Mortar Office,1000 William Hilton Parkway,Hilton Head Island,SC,29928,32.160411,-80.753706
Pinnacle Bank,Laurens Road,Full Service Brick and Mortar Office,2415 Laurens Road,Greenville,SC,29607,34.830828,-82.347741
Pinnacle Bank,Mauldin,Full Service Brick and Mortar Office,787-H East Butler Road,Mauldin,SC,29662,34.80003111,-82.2857483
Pinnacle Bank,Maybank Highway,Full Service Brick and Mortar Office,2753 Maybank Highway,Johns Island,SC,29455,32.744718,-80.036244
Pinnacle Bank,Meeting Street,Full Service Brick and Mortar Office,"134 Meeting Street, Suite 201",Charleston,SC,29401,32.778504,-79.9310835
Pinnacle Bank,Messenger Service,Limited Service Messenger Office,530 Johnnie Dobbs Boulevard,Mount Pleasant,SC,29464,32.806044,-79.887978
Pinnacle Bank,Myrtle Beach Grissom,Full Service Brick and Mortar Office,3751 Robert M. Grissom Parkway Suite 100,Myrtle Beach,SC,29577,33.724008,-78.867234
Pinnacle Bank,North Myrtle Beach,Full Service Brick and Mortar Office,710 Highway 17 North,North Myrtle Beach,SC,29582,33.834258,-78.6715875
Pinnacle Bank,Park West,Full Service Brick and Mortar Office,3305 South Morgan's Point,Mount Pleasant,SC,29466,32.871582,-79.775847
Pinnacle Bank,Pelham Road,Full Service Brick and Mortar Office,3900 Pelham Road,Greenville,SC,29615,34.859097,-82.265382
Pinnacle Bank,Savannah Highway,Full Service Brick and Mortar Office,802 Savannah Highway,Charleston,SC,29407,32.782419,-79.9852635
Pinnacle Bank,Southcoast Community Bank,Full Service Brick and Mortar Office,530 Johnnie Dodds Boulevard,Mount Pleasant,SC,29464,32.806044,-79.887978
Pinnacle Bank,Spartanburg,Full Service Brick and Mortar Office,531 East Main Street,Spartanburg,SC,29302,34.95350405,-81.91804438
Pinnacle Bank,Summerville,Full Service Brick and Mortar Office,203 N. Main Street,Summerville,SC,29483,33.02178739,-80.17380438
Pinnacle Bank,Surfside,Full Service Brick and Mortar Office,3064 Dick Pond Road,Myrtle Beach,SC,29588,33.652656,-78.9845265
First Palmetto Bank,4311 Main Street,Full Service Brick and Mortar Office,4311 Main Street,Loris,SC,29569,34.055118,-78.8868
First Palmetto Bank,48th Avenue,Full Service Brick and Mortar Office,1204 48th Ave N,Myrtle Beach,SC,29578,33.73293976,-78.85924479
First Palmetto Bank,Bethune,Full Service Brick and Mortar Office,300 King Street East,Bethune,SC,29009,34.41527089,-80.34416733
First Palmetto Bank,Bishopville,Full Service Brick and Mortar Office,201 E Church St,Bishopville,SC,29010,34.21645565,-80.24649022
First Palmetto Bank,Darlington,Full Service Brick and Mortar Office,206 Cashua Street,Darlington,SC,29532,34.30470483,-79.86848502
First Palmetto Bank,Dusty Bend,Full Service Brick and Mortar Office,2310 N. Broad Street,Camden,SC,29020,34.27038062,-80.60937481
First Palmetto Bank,First Palmetto Bank,Full Service Brick and Mortar Office,407 Dekalb Street,Camden,SC,29020,34.24658054,-80.60404863
First Palmetto Bank,Forest Drive,Full Service Brick and Mortar Office,3932 Forest Drive,Columbia,SC,29204,34.020108,-80.983215
First Palmetto Bank,Irmo,Full Service Brick and Mortar Office,7327 Saint Andrews Road,Irmo,SC,29063,34.08425377,-81.18263921
First Palmetto Bank,Kershaw,Full Service Brick and Mortar Office,301 North Hampton Street,Kershaw,SC,29067,34.55102162,-80.58348884
First Palmetto Bank,Lancaster,Full Service Brick and Mortar Office,409 N. Main Street,Lancaster,SC,29720,34.72425213,-80.77292261
First Palmetto Bank,Lexington,Full Service Brick and Mortar Office,5321 Sunset Boulevard,Lexington,SC,29072,34.003107,-81.2074095
First Palmetto Bank,Little River,Full Service Brick and Mortar Office,1376 Highway 17,Little River,SC,29566,33.87321,-78.6211155
First Palmetto Bank,Lugoff,Full Service Brick and Mortar Office,788 Highway 1 South,Lugoff,SC,29078,34.23112658,-80.67088171
First Palmetto Bank,Manning,Full Service Brick and Mortar Office,111 N Brooks St,Manning,SC,29102,33.69751228,-80.21064246
First Palmetto Bank,Mount Pleasant,Full Service Brick and Mortar Office,"1636 Highway 17, North",Mount Pleasant,SC,29464,32.822397,-79.84143
First Palmetto Bank,North Myrtle Beach,Full Service Brick and Mortar Office,501 Highway 17,North Myrtle Beach,SC,29582,33.615999,-78.9770385
First Palmetto Bank,Pageland,Full Service Brick and Mortar Office,201 North Pearl Street,Pageland,SC,29728,34.7733443,-80.39198026
First Palmetto Bank,Pontiac,Full Service Brick and Mortar Office,10540 Two Notch Road,Elgin,SC,29045,34.12798916,-80.85747587
First Palmetto Bank,Summerville,Full Service Brick and Mortar Office,211 N. Main Street,Summerville,SC,29483,33.02261222,-80.17317753
First Palmetto Bank,Surfside Beach,Full Service Brick and Mortar Office,2293 Glenn's Bay Road,Myrtle Beach,SC,29575,33.62007488,-79.00282123
First Palmetto Bank,West Ashley,Full Service Brick and Mortar Office,5 Sumar Street,Charleston,SC,29407,32.815161,-79.9942095
Anderson Brothers Bank,Anderson Brothers Bank,Full Service Brick and Mortar Office,101 North Main Street,Mullins,SC,29574,34.20594237,-79.2546639
Anderson Brothers Bank,Aynor,Full Service Brick and Mortar Office,Eighth Avenue,Aynor,SC,29511,33.99847552,-79.20175909
Anderson Brothers Bank,Consumer Banking Center,Full Service Brick and Mortar Office,102 North Main Street,Mullins,SC,29574,34.20575453,-79.25454767
Anderson Brothers Bank,Conway Church Street,Full Service Brick and Mortar Office,2651 Church Street,Conway,SC,29526,33.858261,-79.087725
Anderson Brothers Bank,Conway Main Street,Full Service Brick and Mortar Office,500 Main Street,Conway,SC,29528,33.83767935,-79.04767002
Anderson Brothers Bank,Dillon,Full Service Brick and Mortar Office,1006 Highway 301 North,Dillon,SC,29536,34.42452995,-79.36506952
Anderson Brothers Bank,Florence 2nd Loop,Full Service Brick and Mortar Office,501 W Second Loop Road,Florence,SC,29501,34.16711176,-79.77152574
Anderson Brothers Bank,Florence Cashua Street,Full Service Brick and Mortar Office,2985 South Cashua Street,Florence,SC,29501,34.166448,-79.8270615
Anderson Brothers Bank,Georgetown,Full Service Brick and Mortar Office,706 North Fraser Street,Georgetown,SC,29440,33.38035705,-79.2875268
Anderson Brothers Bank,Hemingway Main,Full Service Brick and Mortar Office,201 South Main Street,Hemingway,SC,29554,33.75200327,-79.44745951
Anderson Brothers Bank,Johnsonville,Full Service Brick and Mortar Office,Georgetown Road And Pine Street,Johnsonville,SC,29555,33.820578,-79.4428425
Anderson Brothers Bank,Kingstree,Full Service Brick and Mortar Office,500 East Main Street,Kingstree,SC,29556,33.66564009,-79.82247839
Anderson Brothers Bank,Latta,Full Service Brick and Mortar Office,100 E. Main Street,Latta,SC,29565,34.33771814,-79.43232408
Anderson Brothers Bank,Longs,Full Service Brick and Mortar Office,71 Cloverleaf Drive,Longs,SC,29568,33.89123666,-78.69211642
Anderson Brothers Bank,Loris 701,Full Service Brick and Mortar Office,302 Highway 701 North,Loris,SC,29569,34.065513,-78.8810805
Anderson Brothers Bank,Loris Main Street,Full Service Brick and Mortar Office,4230 East Main Street,Loris,SC,29569,34.055046,-78.888249
Anderson Brothers Bank,Marion Hwy 76,Full Service Brick and Mortar Office,2500 East Hwy 76,Marion,SC,29571,34.18376232,-79.36765027
Anderson Brothers Bank,Marion Main Street,Full Service Brick and Mortar Office,728 North Main St.,Marion,SC,29571,34.18504327,-79.39985553
Anderson Brothers Bank,Market Common,Full Service Brick and Mortar Office,2711 Anges Ln,Myrtle Beach,SC,29577,33.774615,-78.949161
Anderson Brothers Bank,Mcintyre,Full Service Brick and Mortar Office,232 West Mcintyre St,Mullins,SC,29574,34.19966025,-79.25674369
Anderson Brothers Bank,Myrtle Beach Grissom,Full Service Brick and Mortar Office,1010 London Street,Myrtle Beach,SC,29577,33.72577813,-78.86413395
Anderson Brothers Bank,North Myrtle Beach,Full Service Brick and Mortar Office,1799 Highway 17 North,North Myrtle Beach,SC,29597,33.845598,-78.6557205
Regions Bank,Barnwell,Full Service Brick and Mortar Office,1680 Jackson Street,Barnwell,SC,29812,33.24521485,-81.36655131
Regions Bank,Bluffton Parkway,Full Service Brick and Mortar Office,56 Persimmon Street,Bluffton,SC,29910,32.25819683,-80.86397176
Regions Bank,Burton,Full Service Brick and Mortar Office,69 Robert Small Parkway,Beaufort,SC,29906,32.436324,-80.7083055
Regions Bank,Charleston Meeting St Main,Full Service Brick and Mortar Office,170 Meeting Street,Charleston,SC,29401,32.779656,-79.9312545
Regions Bank,Clearwater Sc,Full Service Brick and Mortar Office,4385 Jefferson Davis Highway,Clearwater,SC,29822,33.503634,-81.8988435
Regions Bank,Clemson Blvd,Full Service Brick and Mortar Office,3404 Clemson Blvd,Anderson,SC,29621,34.546428,-82.6702065
Regions Bank,Gervais St Main,Full Service Brick and Mortar Office,1010 Gervais Street,Columbia,SC,29201,33.999921,-81.036198
Regions Bank,Greenville Sc Main,Full Service Brick and Mortar Office,290 S. Pleasantburg Drive,Greenville,SC,29607,34.8367138,-82.36652633
Regions Bank,Hampton Sc,Full Service Brick and Mortar Office,403 First Street E.,Hampton,SC,29924,32.86616822,-81.10824378
Regions Bank,Harbison,Full Service Brick and Mortar Office,149 Columbiana Drive,Columbia,SC,29212,34.076151,-81.1591245
Regions Bank,Hilton Head Indigo Run,Full Service Brick and Mortar Office,2 Lafayette Place,Hilton Head Island,SC,29926,32.21352533,-80.72069907
Regions Bank,Johnston,Full Service Brick and Mortar Office,400 Lee Street,Johnston,SC,29832,33.83081713,-81.79858857
Regions Bank,Lady's Island,Full Service Brick and Mortar Office,146 Sea Island Parkway,Beaufort,SC,29907,32.4145697,-80.65185269
Regions Bank,Mount Pleasant,Full Service Brick and Mortar Office,1210 Ben Sawyer Boulevard,Mount Pleasant,SC,29464,32.794767,-79.8613065
Regions Bank,Mt Pleasant Towne Centre,Full Service Brick and Mortar Office,1200 Two Island Court Suite B,Mount Pleasant,SC,29466,32.831055,-79.8231465
Regions Bank,North Augusta,Full Service Brick and Mortar Office,432 West Avenue,North Augusta,SC,29841,33.49374762,-81.97267402
Regions Bank,Ridgeland,Full Service Brick and Mortar Office,11004 N. Jacob Smart Boulevard,Ridgeland,SC,29936,32.48349429,-80.97897324
Regions Bank,Simpsonville,Full Service Brick and Mortar Office,2565 Woodruff Road,Simpsonville,SC,29681,34.80715099,-82.23345133
Regions Bank,South Aiken,Full Service Brick and Mortar Office,1799 Whiskey Road,Aiken,SC,29803,33.523911,-81.7202385
Regions Bank,Spartanburg Main,Full Service Brick and Mortar Office,235 S. Pine Street,Spartanburg,SC,29302,34.94915562,-81.91696445
Regions Bank,Summerville Sc,Full Service Brick and Mortar Office,201 S. Main Street,Summerville,SC,29483,33.01861354,-80.17598368
Regions Bank,Washington St,Full Service Brick and Mortar Office,101 E. Washington Street,Greenville,SC,29601,34.850718,-82.39779
The Citizens Bank,Camden,Full Service Brick and Mortar Office,703 West Dekalb Street,Camden,SC,29020,34.24618958,-80.60966985
The Citizens Bank,Florence #1,Full Service Brick and Mortar Office,702 Pamplico Highway,Florence,SC,29505,34.16002619,-79.75537943
The Citizens Bank,Florence #2,Full Service Brick and Mortar Office,311 Revell Drive,Florence,SC,29501,34.18921991,-79.79970495
The Citizens Bank,Georgetown,Full Service Brick and Mortar Office,1510 Exhange Street,Georgetown,SC,29440,33.37483339,-79.28997232
The Citizens Bank,Hartsville Br,Full Service Brick and Mortar Office,206 South Fifth Street,Hartsville,SC,29550,34.37284199,-80.07255758
The Citizens Bank,Johnsonville,Full Service Brick and Mortar Office,127 South Georgetown Highway,Johnsonville,SC,29555,33.81853557,-79.44201446
The Citizens Bank,Kingstree,Full Service Brick and Mortar Office,5 North Williamsburg County Highway,Kingstree,SC,29556,33.68371321,-79.82364824
The Citizens Bank,Lake City,Full Service Brick and Mortar Office,209 East Main Street,Lake City,SC,29560,33.871122,-79.7526855
The Citizens Bank,Loan Production Office,Limited Service Loan Production Office,125 South Academy Street,Kingstree,SC,29556,33.66353459,-79.83011103
The Citizens Bank,Lynchburg,Full Service Brick and Mortar Office,11 Willow Grove Road,Lynchburg,SC,29080,34.05984231,-80.07177961
The Citizens Bank,Mcbee,Full Service Brick and Mortar Office,7 North Seventh Street,Mc Bee,SC,29101,34.46882847,-80.25609891
The Citizens Bank,Messenger Service,Limited Service Messenger Office,124 Main Street,Olanta,SC,29114,33.9361405,-79.93411279
The Citizens Bank,Murrells Inlet,Full Service Brick and Mortar Office,3796 Hwy 17 Bypass,Murrells Inlet,SC,29576,33.56558224,-79.03618291
The Citizens Bank,Pamplico,Full Service Brick and Mortar Office,705 South Walnut Street,Pamplico,SC,29583,33.988581,-79.5665115
The Citizens Bank,Pawleys Island,Full Service Brick and Mortar Office,10769 Ocean Highway,Pawleys Island,SC,29585,33.4421985,-79.12462391
The Citizens Bank,Scranton,Full Service Brick and Mortar Office,1812 Highway 52,Scranton,SC,29591,33.916059,-79.7454405
The Citizens Bank,St. George,Full Service Brick and Mortar Office,5730 W. Memorial Blvd.,Saint George,SC,29477,33.19099892,-80.58483115
The Citizens Bank,Sumter,Full Service Brick and Mortar Office,1225 Alice Drive,Sumter,SC,29151,33.951537,-80.386695
The Citizens Bank,The Citizens Bank,Full Service Brick and Mortar Office,124 East Main Street,Olanta,SC,29114,33.9361405,-79.93411279
The Citizens Bank,Timmonsville,Full Service Brick and Mortar Office,4700 West Palmetto Street,Timmonsville,SC,29161,34.146063,-79.905744
The Citizens Bank,Turbeville,Full Service Brick and Mortar Office,1718 Main Street,Turbeville,SC,29162,33.89338993,-80.01661492
First Community Bank,Aiken,Full Service Brick and Mortar Office,407 Silver Bluff Road Sw,Aiken,SC,29803,33.52075405,-81.72640878
First Community Bank,Berea,Full Service Brick and Mortar Office,45 Farrs Bridge Road,Greenville,SC,29617,34.88396651,-82.45752831
First Community Bank,Blythewood,Full Service Brick and Mortar Office,201 Main Street,Blythewood,SC,29016,34.214661,-80.9743455
First Community Bank,Camden,Full Service Brick and Mortar Office,631 W. Dekalb Street,Camden,SC,29020,34.24625451,-80.60862822
First Community Bank,Cayce/West Columbia,Full Service Brick and Mortar Office,506 Meeting Street,West Columbia,SC,29169,33.994017,-81.059103
First Community Bank,Chapin,Full Service Brick and Mortar Office,127 Amicks Ferry Road,Chapin,SC,29036,34.16478738,-81.35426094
First Community Bank,Cornerstone National Bank,Full Service Brick and Mortar Office,1670 East Main Street,Easley,SC,29641,34.828344,-82.572831
First Community Bank,Downtown Columbia,Full Service Brick and Mortar Office,1213 Lady Street,Columbia,SC,29201,34.00279828,-81.03352649
First Community Bank,Downtown Greenville,Limited Service Loan Production Office,105 N. Spring Street,Greenville,SC,29601,34.851411,-82.397475
First Community Bank,First Community Bank,Full Service Brick and Mortar Office,5455 Sunset Boulevard,Lexington,SC,29072,33.99861171,-81.21738206
First Community Bank,Forest Acres,Full Service Brick and Mortar Office,4404 Forest Drive,Columbia,SC,29206,34.02101411,-80.97651296
First Community Bank,Gilbert,Full Service Brick and Mortar Office,4325 Augusta Hwy,Gilbert,SC,29054,33.96069,-81.398835
First Community Bank,Greenville,Full Service Brick and Mortar Office,105 N Spring St,Greenville,SC,29601,34.851411,-82.397475
First Community Bank,Irmo,Full Service Brick and Mortar Office,1030 Lake Murray Boulevard,Irmo,SC,29063,34.08920036,-81.17537008
First Community Bank,Newberry,Full Service Brick and Mortar Office,1735 Wilson Road,Newberry,SC,29108,34.29059699,-81.60302479
First Community Bank,Northeast,Full Service Brick and Mortar Office,9822 Two Notch Road,Columbia,SC,29223,34.10885263,-80.89898551
First Community Bank,Powdersville,Full Service Brick and Mortar Office,11000 Anderson Road,Piedmont,SC,29673,34.78406468,-82.48453211
First Community Bank,Prosperity,Full Service Brick and Mortar Office,101 N Wheeler Avenue,Prosperity,SC,29127,34.21056307,-81.53215779
First Community Bank,Red Bank,Full Service Brick and Mortar Office,1449 Two Notch Road,Lexington,SC,29073,33.95275818,-81.23274415
Arthur State Bank,221 South,Limited Service Facility Office,731 Laurens Rd,Woodruff,SC,29388,34.73234338,-82.02757677
Arthur State Bank,Arthur State Bank,Full Service Brick and Mortar Office,100 East Main Street,Union,SC,29379,34.71524455,-81.62359766
Arthur State Bank,Augusta Road,Full Service Brick and Mortar Office,1925 Augusta Road,Greenville,SC,29601,34.8263531,-82.39657579
Arthur State Bank,Clinton,Full Service Brick and Mortar Office,205 Jacobs Highway,Clinton,SC,29325,34.45426264,-81.87631058
Arthur State Bank,Columbia Beltline,Full Service Brick and Mortar Office,2140 North Beltline Blvd,Columbia,SC,29204,34.01697436,-80.98836444
Arthur State Bank,East Main,Full Service Brick and Mortar Office,100 East Main Street,Union,SC,29379,34.71524455,-81.62359766
Arthur State Bank,East Spartanburg,Full Service Brick and Mortar Office,756 East Main Street,Spartanburg,SC,29302,34.95690505,-81.91212495
Arthur State Bank,Gervais,Full Service Brick and Mortar Office,1700 Gervais Street,Columbia,SC,29201,34.003242,-81.0249435
Arthur State Bank,Greenville,Full Service Brick and Mortar Office,1410 N. Pleasantburg Drive,Greenville,SC,29601,34.87832537,-82.36015332
Arthur State Bank,Lexington,Full Service Brick and Mortar Office,5051 Sunset Boulevard,Lexington,SC,29072,34.00906818,-81.19267085
Arthur State Bank,North Main,Limited Service Facility Office,595 North Main Street,Woodruff,SC,29388,34.7471131,-82.04473387
Arthur State Bank,Rock Hill,Full Service Brick and Mortar Office,201 South Herlong Avenue,Rock Hill,SC,29732,34.95515147,-81.050382
Arthur State Bank,Roebuck,Full Service Brick and Mortar Office,4285 South Church Street Extention,Roebuck,SC,29376,34.88366978,-81.95723878
Arthur State Bank,Sparkleberry,Full Service Brick and Mortar Office,121 Sparkleberry Crossing,Columbia,SC,29229,34.10143425,-80.85602312
Arthur State Bank,West Spartanburg,Full Service Brick and Mortar Office,8770 Greenville Highway,Spartanburg,SC,29304,34.93641636,-82.01456652
Arthur State Bank,West Towne,Full Service Brick and Mortar Office,501 North Duncan Bypass,Union,SC,29379,34.72568093,-81.63904374
Arthur State Bank,Woodruff Main Street,Full Service Brick and Mortar Office,131 S Main Street,Woodruff,SC,29388,34.73917342,-82.03678213
The Conway National Bank,Aynor,Full Service Brick and Mortar Office,2605 Highway 501,Aynor,SC,29511,33.997734,-79.204419
The Conway National Bank,Carolina Forest Office,Full Service Brick and Mortar Office,4100 River Oaks Drive,Myrtle Beach,SC,29579,33.756129,-78.8652315
The Conway National Bank,Conway Banking Center,Full Service Brick and Mortar Office,1411 Fourth Avenue,Conway,SC,29526,33.833043,-79.053084
The Conway National Bank,Conway,Full Service Brick and Mortar Office,309 Main Street,Conway,SC,29526,33.83561267,-79.04632459
The Conway National Bank,Little River Office,Full Service Brick and Mortar Office,2380 Highway 9 East,Conway,SC,29526,33.88513842,-78.68767621
The Conway National Bank,Murrells Inlet,Full Service Brick and Mortar Office,4345 Highway 17 Bypass,Murrells Inlet,SC,29576,33.55560152,-79.04414452
The Conway National Bank,Myrtle Beach,Full Service Brick and Mortar Office,1352 21st Avenue North,Myrtle Beach,SC,29577,33.71360454,-78.88605171
The Conway National Bank,North Conway,Full Service Brick and Mortar Office,2601 Main Street,Conway,SC,29526,33.867414,-79.0536465
The Conway National Bank,North Myrtle Beach Office,Full Service Brick and Mortar Office,110 Highway 17 North,North Myrtle Beach,SC,29582,33.829254,-78.678027
The Conway National Bank,Northside,Full Service Brick and Mortar Office,Highway 17 And Chestnut Road,North Myrtle Beach,SC,29582,33.780933,-78.7894695
The Conway National Bank,Pawleys Island,Full Service Brick and Mortar Office,10608 Ocean Highway,Pawleys Island,SC,29585,33.44009896,-79.12602595
The Conway National Bank,Red Hill,Full Service Brick and Mortar Office,U.S. 501 And State Highway 544,Conway,SC,29526,33.807438,-79.0185015
The Conway National Bank,Socastee,Full Service Brick and Mortar Office,3591 Northgate Drive,Myrtle Beach,SC,29588,33.68398803,-78.96235542
The Conway National Bank,Surfside Beach,Full Service Brick and Mortar Office,Fifth Avenue And Highway 17,Myrtle Beach,SC,29577,33.689781,-78.8867595
The Conway National Bank,The Conway National Bank,Full Service Brick and Mortar Office,1400 Third Avenue,Conway,SC,29526,33.83257297,-79.05158848
The Conway National Bank,West Conway,Full Service Brick and Mortar Office,2810 Church Street,Conway,SC,29526,33.861636,-79.0913295
Carolina Bank & Trust Co.,109 Express Lane,Full Service Brick and Mortar Office,109 Express Lane,Darlington,SC,29532,34.28371818,-79.85835229
